y
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.001
0.003
0.006
0.013
0.025
0.045
0.078
0.13
0.208
0.32
0.473
0.677
0.938
1.259
1.642
2.081
2.568
3.087
3.62
4.142
4.63
5.059
5.404
5.649
5.779
5.789
5.679
5.458
5.139
4.742
4.287
3.798
3.298
2.806
2.339
1.909
1.527
1.195
0.916
0.686
0.503
0.36
0.252
0.172
0.115
0.074
0.047
0.029
0.017
0.01
0.006
0.003
0.002
0.001
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
