y
0.0
0.0
0.0
0.001
0.001
0.002
0.004
0.007
0.01
0.014
0.019
0.024
0.031
0.039
0.049
0.059
0.071
0.084
0.098
0.114
0.132
0.15
0.171
0.193
0.216
0.241
0.267
0.295
0.325
0.355
0.388
0.422
0.457
0.494
0.532
0.571
0.612
0.654
0.697
0.741
0.786
0.832
0.879
0.927
0.975
1.025
1.074
1.124
1.174
1.225
1.275
1.326
1.376
1.426
1.475
1.524
1.572
1.619
1.666
1.71
1.754
1.796
1.836
1.874
1.91
1.944
1.975
2.004
2.029
2.052
2.071
2.087
2.098
2.106
2.109
2.108
2.102
2.091
2.075
2.053
2.025
1.992
1.952
1.905
1.851
1.79
1.722
1.645
1.561
1.468
1.366
1.255
1.135
1.005
0.865
0.714
0.553
0.38
0.196
0.0
